Filename,Polarity,Subjectivity
file_49997.txt,-0.029295112781954884,0.42336883876357556
file_17209.txt,-0.07186609686609688,0.3511396011396012
file_13053.txt,0.06360544217687072,0.4819027061373998
file_25522.txt,-0.024191252587991704,0.3558165113871636
file_44917.txt,0.03855932203389831,0.4710653753026633
file_34758.txt,0.12395769542111004,0.40201924092168007
file_52768.txt,0.026696969696969698,0.4373939393939393
file_7973.txt,0.05630542880542879,0.3823938223938224
file_24598.txt,0.060712468193384245,0.3596710287168302
file_36605.txt,0.08192061814154838,0.41081949058693235
file_42146.txt,-0.021413035888842347,0.3099036447423543
file_42608.txt,-0.059673721340387995,0.4150264550264551
file_29678.txt,0.0004291979949874765,0.5960098162071844
file_44455.txt,-0.047473544973544966,0.37074661963550853
file_43070.txt,0.0892636684303351,0.42689594356261035
file_35681.txt,0.012196512407780009,0.3526089872568745
file_51844.txt,0.09009486607142862,0.4496679427343493
file_32449.txt,0.02898176291793313,0.42360182370820665
file_8897.txt,0.03985465251594285,0.42377647442163574
file_22289.txt,0.046073348694316445,0.44448924731182776
file_30601.txt,0.003911564625850339,0.35370225013082157
file_27369.txt,0.06552255357810913,0.46028214583770105
file_43994.txt,-0.01309180402930405,0.45675595238095223
file_47688.txt,0.03241551459293396,0.42359447004608286
file_45841.txt,0.06741510782795185,0.4981023258087479
file_19518.txt,0.2592640692640693,0.5985732323232322
file_31525.txt,0.015285110420979981,0.36955008759356567
file_12129.txt,0.10321718931475032,0.532293844367015
file_14438.txt,0.06869382133018496,0.35762750885478156
file_48150.txt,0.059833418215771136,0.41221275456569567
file_7050.txt,0.09714065255731923,0.4065740740740741
file_13977.txt,0.03455887129157218,0.3610733182161754
file_3817.txt,0.1635004710624545,0.5175396550189938
file_6588.txt,0.08165831244778614,0.4550584795321637
file_3355.txt,0.023264069264069254,0.2613180153180153
file_49073.txt,0.10070661539108136,0.32515603328710124
file_35219.txt,0.031498917748917755,0.3839728327228328
file_19056.txt,0.16025804552590267,0.49569233676376506
file_39837.txt,0.0328407224958949,0.4012852090438297
file_10282.txt,-0.007326839826839812,0.497978258300839
file_23674.txt,0.03160569105691058,0.331431475029036
file_4741.txt,-0.02471369539551357,0.5543341696182604
file_28292.txt,0.3121279761904762,0.6411989795918365
file_38452.txt,0.008062018999519,0.39605880230880225
file_51382.txt,0.012146636432350713,0.3469123204837489
file_37990.txt,0.13544973544973543,0.30026455026455023
file_34296.txt,0.05631016042780748,0.4345586113233172
file_18595.txt,0.10881628787878787,0.3986174242424242
file_17671.txt,0.0,0.0
file_38914.txt,0.04449735449735451,0.37231786731786726
file_7511.txt,0.04878412888281311,0.44521118501381646
file_26445.txt,0.24047619047619054,0.41026785714285724
file_16747.txt,0.0360827664399093,0.30317460317460315
file_50921.txt,-0.029971988795518212,0.4044292717086835
file_40299.txt,0.09014367816091955,0.4295402298850574
file_48612.txt,0.06011575091575094,0.3674695970695971
file_52306.txt,0.03352077922077923,0.45648860028860017
file_39376.txt,0.03371284965034966,0.3534401015651016
file_50459.txt,0.1884415584415585,0.5223809523809523
file_8435.txt,0.09266982076304107,0.44561922070396653
file_30140.txt,-0.017932205454329348,0.4409828519563031
file_27831.txt,0.030741113346747156,0.62319360608093
file_25983.txt,0.19853090172239113,0.46571974125165627
file_29216.txt,0.07957708957708957,0.29982017982017983
file_49535.txt,0.022877209595959597,0.3356956845238095
file_11206.txt,0.09459632034632037,0.37540476190476196
file_41223.txt,0.029580026455026456,0.3972387566137567
file_432.txt,0.09418601190476192,0.35004761904761905
file_5664.txt,0.0921933621933622,0.35499828214113915
file_46764.txt,-0.004211109928323045,0.30711766375700805
file_24136.txt,0.04458758503401361,0.4342814625850339
file_31063.txt,0.05859508708345911,0.3541223311572148
file_22751.txt,0.26794871794871794,0.3897435897435898
file_26907.txt,0.23805083805083804,0.45811410811410824
file_13515.txt,0.05586565461565462,0.4066840704340704
file_31987.txt,0.04901099948269759,0.32063800978895324
file_37528.txt,0.056750912324464164,0.31058142399605815
file_23213.txt,0.06053329346092504,0.3750877192982456
file_47226.txt,-0.01481067633665037,0.5141001855287568
file_15824.txt,0.1159464285714286,0.5476250000000001
file_33834.txt,0.16487870619946093,0.4733063791554358
file_4279.txt,0.09987468671679199,0.2852756892230576
file_18133.txt,-0.04558104190048635,0.33700246769691206
file_9359.txt,0.06465513009327443,0.5095041728031419
file_37067.txt,0.019427083333333327,0.4124999999999999
file_43532.txt,0.024023809523809527,0.373639880952381
file_40761.txt,0.07606060606060608,0.3017497556207233
file_2345.txt,0.06132528011204482,0.4468942577030811
file_10744.txt,0.04346296296296296,0.4251931216931217
file_28754.txt,0.08763447971781309,0.4406495048161715
file_20442.txt,0.1191460055096419,0.48174242424242425
file_19980.txt,0.06623376623376623,0.34632034632034636
file_16286.txt,0.12713913690476192,0.4272879464285713
file_45379.txt,0.0486877982276755,0.42873940987437914
file_21827.txt,0.023343685300207043,0.2549689440993789
file_12591.txt,0.12847490347490345,0.5162403474903476
file_4321.txt,0.09418601190476192,0.35004761904761905
file_36143.txt,0.04355808702791461,0.4529679802955664
file_21365.txt,0.1575666666666667,0.4642666666666667
file_6126.txt,0.07091600529100531,0.5578373015873015
file_32910.txt,-0.009202847805788983,0.35653594771241814
file_321.txt,0.051960452741702745,0.611483134920635
file_14900.txt,-0.007676483940528888,0.45114629440472137
file_123.txt,0.04031125124875124,0.3619804874612566
file_20904.txt,0.07448571428571431,0.32118095238095234
file_46303.txt,0.06695402298850575,0.46091954022988507
file_9820.txt,0.05275689223057644,0.4529239766081872
file_41685.txt,0.2808407738095239,0.5522693452380953
file_5202.txt,-0.012689393939393931,0.46496212121212127
file_25060.txt,0.08792203994835575,0.50670965876229
file_33372.txt,0.21428571428571427,0.3851190476190476
file_15362.txt,0.11980952380952378,0.47900000000000004
